tag,cores,run,numas,ccds,clock_GHz,runtime_s,bench_cycle_clock_GHz,warnings,exit,prec,theoretical_GFLOPs,measured_GFLOPs,pct_peak,flops_per_cyc_per_core,bench_GFLOPs
sp_avx512_fma,96,2,4,12,1.8971297,1.0699,2.396370189,0,0,SP,5827.9824384,5782.75,99.22387483356215,31.75163994673989,5780.9403600000005
sp_scalar,192,1,8,24,1.8971004,1.7217,2.396372541,0,0,SP,1456.9731072,959.2535198999999,65.83879380886351,2.6335517523545406,957.91776
sp_scalar,192,2,8,24,1.8971771000000002,1.7195,2.396372013,0,0,SP,1457.0320128,960.4945802,65.92130933034225,2.63685237321369,959.18824
sp_scalar,1,1,1,1,1.8965229,1.7075,2.396377376,0,0,SP,7.5860916,5.030652699999999,66.31415708188918,2.6525662832755668,5.03067
sp_scalar,1,2,1,1,1.8971259,1.708,2.396375478,0,0,SP,7.5885036,5.0292801,66.27499129077306,2.650999651630922,5.02929
sp_scalar,24,1,1,3,1.8971374,1.7123,2.396376857,0,0,SP,182.1251904,120.4012851,66.10907850559478,2.6443631402237915,120.39902000000001
sp_scalar,24,2,1,3,1.8971057,1.7126,2.396360445,0,0,SP,182.1221472,120.3774348,66.0970873947614,2.643883495790456,120.37567
sp_scalar,8,1,1,1,1.8969448,1.709,2.396142591,0,0,SP,60.7022336,40.2112481,66.24344066970214,2.649737626788086,40.2113
sp_scalar,8,2,1,1,1.8971243999999998,1.7092,2.39605752,0,0,SP,60.707980799999994,40.2057312,66.2280818274226,2.6491232730969045,40.2057
sp_scalar,96,1,4,12,1.8971433,1.7196,2.396374494,0,0,SP,728.5030272,479.605957,65.83444942478339,2.6333779769913357,479.54083
sp_scalar,96,2,4,12,1.8971425,1.719,2.396371018,0,0,SP,728.50272,479.8307419,65.86533292559292,2.634613317023717,479.71613
